r2_mean,r2_std,mae_mean,mae_std,n_train,n_test,probe_type,property,t,t_convention,input_variant
0.16618745326995848,0.025869810902601813,0.72584547996521,0.013971613680770418,9459,2364,mlp,sap,0.3,"code (0=noise, 1=clean)",latent_only
0.08197200298309326,0.02365162309250302,0.7609029054641724,0.018740913684191816,9459,2364,knn,sap,0.3,"code (0=noise, 1=clean)",latent_only
0.17131633360712165,0.02481795590197902,0.7231582196340076,0.014605173893531246,9459,2364,linear,sap,0.3,"code (0=noise, 1=clean)",latent_plus_backbone
0.15616098642349244,0.025649165571945746,0.7289011955261231,0.014563323390315375,9459,2364,mlp,sap,0.3,"code (0=noise, 1=clean)",latent_plus_backbone
0.06525646448135376,0.0242424081714182,0.7677686333656311,0.013675286057061035,9459,2364,knn,sap,0.3,"code (0=noise, 1=clean)",latent_plus_backbone
0.45974413618181414,0.0366592603763438,0.5804053447827681,0.007561221541306409,9459,2364,linear,sap,0.5,"code (0=noise, 1=clean)",latent_only
0.45320656299591067,0.03424606055128668,0.5845025420188904,0.006685991828496931,9459,2364,mlp,sap,0.5,"code (0=noise, 1=clean)",latent_only
0.3877495527267456,0.03251570528552771,0.6176608681678772,0.008473250814658969,9459,2364,knn,sap,0.5,"code (0=noise, 1=clean)",latent_only
0.46005513405613,0.03650412179550969,0.5805584624111562,0.006505126473187231,9459,2364,linear,sap,0.5,"code (0=noise, 1=clean)",latent_plus_backbone
0.44385806322097776,0.029767074547818503,0.5893468141555787,0.007456994337126616,9459,2364,mlp,sap,0.5,"code (0=noise, 1=clean)",latent_plus_backbone
0.36526859998703004,0.02920927651295354,0.6305954575538635,0.009968811419219601,9459,2364,knn,sap,0.5,"code (0=noise, 1=clean)",latent_plus_backbone
0.6977617363500164,0.02700490870687141,0.4395760091332529,0.009749782592315502,9459,2364,linear,sap,0.8,"code (0=noise, 1=clean)",latent_only
0.6813962459564209,0.02408591313431777,0.45172576904296874,0.007060976044585775,9459,2364,mlp,sap,0.8,"code (0=noise, 1=clean)",latent_only
0.6115458369255066,0.03768596851460025,0.49729621410369873,0.008704193206477093,9459,2364,knn,sap,0.8,"code (0=noise, 1=clean)",latent_only
0.6980311859691299,0.026881725429435593,0.4395463549512776,0.009727490296357808,9459,2364,linear,sap,0.8,"code (0=noise, 1=clean)",latent_plus_backbone
0.6320916652679444,0.029236155129097344,0.4808255672454834,0.013137368211417644,9459,2364,mlp,sap,0.8,"code (0=noise, 1=clean)",latent_plus_backbone
0.5630928039550781,0.030662217884229483,0.5239335775375367,0.009881874022485804,9459,2364,knn,sap,0.8,"code (0=noise, 1=clean)",latent_plus_backbone
0.7315930153289307,0.023984328621474236,0.4148711586175871,0.010630772554692585,1182,295,linear,sap,1.0,"code (0=noise, 1=clean)",latent_only
0.7123178720474244,0.017740366978379184,0.42866013050079343,0.009426982912541603,1182,295,mlp,sap,1.0,"code (0=noise, 1=clean)",latent_only
0.67032390832901,0.03201318470313441,0.4622710824012756,0.009699821839616884,1182,295,knn,sap,1.0,"code (0=noise, 1=clean)",latent_only
0.7315947045475386,0.024016426797952684,0.41499053957437637,0.01016387846269761,1182,295,linear,sap,1.0,"code (0=noise, 1=clean)",latent_plus_backbone
0.7014975190162659,0.026462653654377433,0.43477370738983157,0.006278558849852505,1182,295,mlp,sap,1.0,"code (0=noise, 1=clean)",latent_plus_backbone
0.6481163263320923,0.022447349041815223,0.47019394040107726,0.008926533345854396,1182,295,knn,sap,1.0,"code (0=noise, 1=clean)",latent_plus_backbone
-0.32825341496931115,0.4737232652521252,0.31361642530798384,0.06977483542508241,192,48,linear,rg,0.3,"code (0=noise, 1=clean)",latent_only
-0.6583247900009155,0.8639511011958712,0.3243007272481918,0.053806320385942484,192,48,mlp,rg,0.3,"code (0=noise, 1=clean)",latent_only
-0.5218116402626037,0.6698296288718283,0.32049848437309264,0.06001934145265341,192,48,knn,rg,0.3,"code (0=noise, 1=clean)",latent_only
-0.4350649732598207,0.5585309584156576,0.3197422737307577,0.11340954447666991,192,48,linear,rg,0.3,"code (0=noise, 1=clean)",latent_plus_backbone
-1.566633653640747,1.3087650794589443,0.40389888286590575,0.12107688347182116,192,48,mlp,rg,0.3,"code (0=noise, 1=clean)",latent_plus_backbone
-0.6349111557006836,0.7774466270167459,0.32673191130161283,0.06891533204876692,192,48,knn,rg,0.3,"code (0=noise, 1=clean)",latent_plus_backbone
-0.3343391189779802,0.4618399016785051,0.313085588579016,0.0763093241240645,192,48,linear,rg,0.5,"code (0=noise, 1=clean)",latent_only
-0.7094334840774537,0.5656504686203544,0.339662504196167,0.06015064897139576,192,48,mlp,rg,0.5,"code (0=noise, 1=clean)",latent_only
-0.6060167908668518,0.8706871044160661,0.319595593214035,0.05335538438734223,192,48,knn,rg,0.5,"code (0=noise, 1=clean)",latent_only
-0.7619562009426064,0.9763913546689874,0.34736217156075727,0.1033388844323752,192,48,linear,rg,0.5,"code (0=noise, 1=clean)",latent_plus_backbone
-1.6827461481094361,2.1436780745853876,0.383972579240799,0.05824672149643296,192,48,mlp,rg,0.5,"code (0=noise, 1=clean)",latent_plus_backbone
-0.4761083245277405,0.6713450506865798,0.3125199854373932,0.0748063166871055,192,48,knn,rg,0.5,"code (0=noise, 1=clean)",latent_plus_backbone
-0.42495315295611674,0.8859808675402822,0.2859355147763467,0.0537696470862924,192,48,linear,rg,0.8,"code (0=noise, 1=clean)",latent_only
-1.298023772239685,1.4296902124178232,0.3630094170570374,0.06143969204757129,192,48,mlp,rg,0.8,"code (0=noise, 1=clean)",latent_only
